,,,Nuclei,Word-final,Harmonic,SonSeq,Boundaries
,,,C1,C2,C3,C4,C5
,vuod=et,0,1,,,,1
kaupunkien,kaupunkien,1,,,,,
,kaupunki=en,0,1,,,,1
pyrkivät,pyrkivAt,1,,,,,
,pyrki=vAt,0,1,,,,1
maailmalle,maailmalle,1,,,,,
,maailma=lle,0,1,,,1,1
edustajan,edustajan,1,,,,,
,edustaja=n,0,1,,,1,1
kokeilla,kokeilla,1,,,,,
,koke=illa,0,,,,,1
vaihtuu,vaihtuu,1,,,,,
,vaih=tuu,0,,1,,,1
ehdotus,ehdotus,1,,,,,
,ehdot=us,0,1,,,,1
pyytää,pyytAA,1,,,,,
,pyytA=A,0,1,,,,1
peltola,peltola,1,,,,,
,pelto=la,0,1,,,,1
nykyisestä,nykyisestA,1,,,,,
,nyky=isestA,0,,,,,1
pienellä,pienellA,1,,,,,
,pien=ellA,0,,,,,1
kouluissa,kouluissa,1,,,,,
,koulu=issa,0,,,,,1
pysyvät,pysyvAt,1,,,,,
,pysyvA=t,0,1,,,1,1
perusti,perusti,1,,,,,
,perus=ti,0,1,,,,1
mitkä,mitkA,1,,,,,
,mi=t=kA,0,3,,,1,2
,mi=tkA,0,2,,,1,1
,mit=kA,0,2,,,,1
jäljiltä,jAljiltA,1,,,,,
,jAlj=iltA,0,1,1,,1,1
markkoja,markkoja,1,,,,,
,markk=oja,0,1,1,,1,1
osallistunut,osallistunut,1,,,,,
,osallistu=nut,0,1,,,,1
kommunistien,kommunistien,1,,,,,
,kommunis=tien,0,,,,,1
tammelan,tammelan,1,,,,,
,tammela=n,0,1,,,1,1
kohteena,kohteena,1,,,,,
,koh=teen=a,0,2,1,,,2
,koh=teena,0,1,1,,,1
,kohteen=a,0,1,,,,1
jatkavat,jatkavat,1,,,,,
,jatka=vat,0,1,,,,1
tutkimuksessa,tutkimuksessa,1,,,,,
,tutkim=uksessa,0,,1,,,1
asikainen,asikainen,1,,,,,
,a=si=ka=inen,0,3,,,,3
,a=si=kainen,0,2,,,,2
,a=sika=inen,0,1,,,,2
,a=sikainen,0,1,,,,1
,asi=ka=inen,0,1,,,,2
,asi=kainen,0,,,,,1
,asika=inen,0,,,,,1
kohtaavat,kohtaavat,1,,,,,
,kohtaa=vat,0,1,,,,1
hyvään,hyvAAn,1,,,,,
,hyvA=An,0,1,,,,1
suunnitelmat,suunnitelmat,1,,,,,
,suunnitelma=t,0,1,,,1,1
lisääntyy,lisAAntyy,1,,,,,
,lisAA=n=tyy,0,1,,,1,2
,lisAA=ntyy,0,,,,1,1
,lisAAn=tyy,0,,,,,1
tiloissa,tiloissa,1,,,,,
,tilo=issa,0,,,,,1
osoittaa,osoittaa,1,,,,,
,osoit=taa,0,,,,,1
kotkan,kotkan,1,,,,,
,kotka=n,0,1,,,1,1
tasaisesti,tasaisesti,1,,,,,
,tasa=isesti,0,,,,,1
tapahtumien,tapahtumien,1,,,,,
,tapahtu=mien,0,,,,,1
korkean,korkean,1,,,,,
,korkea=n,0,1,,,1,1
eurooppaan,eurooppaan,1,,,,,
,eurooppa=an,0,1,,,,1
kati,kati,1,,,,,
,ka=ti,0,2,,,,1
riippuen,riippuen,1,,,,,
,riippu=en,0,1,,,,1
ajatellen,ajatellen,1,,,,,
,ajat=elle=n,0,1,,,1,2
,ajat=ellen,0,,,,,1
,ajatelle=n,0,1,,,1,1
kotimainen,koti=mainen,1,,,,,1
,koti=ma=inen,0,1,,,,2
,kotima=inen,0,,,,,1
,kotimainen,0,,,,,
menestystä,menestystA,1,,,,,
,menestys=tA,0,1,,,,1
autoon,autoon,1,,,,,
,auto=on,0,1,,,,1
säännöllisesti,sAAnnOllisesti,1,,,,,
,sAA=nnO=llisesti,0,1,,,2,2
,sAA=nnOllisesti,0,,,,1,1
,sAAnnO=llisesti,0,,,,1,1
keskustella,keskustella,1,,,,,
,keskus=tella,0,,,,,1
tapahtua,tapahtua,1,,,,,
,tapahtu=a,0,1,,,,1
kertyy,kertyy,1,,,,,
,ker=tyy,0,1,,,,1
joissakin,joissakin,1,,,,,
,joissa=kin,0,1,,,,1
kaveri,kaveri,1,,,,,
,kaver=i,0,1,,,,1
hollannin,hollannin,1,,,,,
,hollan=n=in,0,2,,,1,2
,hollan=nin,0,1,,,,1
,hollann=in,0,1,,,1,1
katsella,katsella,1,,,,,
,katse=lla,0,1,,,1,1
ilmestynyt,ilmestynyt,1,,,,,
,ilme=stynyt,0,,,,,1
kerää,kerAA,1,,,,,
,kerA=A,0,1,,,,1
tulevaisuuteen,tulevaisuuteen,1,,,,,
,tulevais=uuteen,0,,,,,1
lääkärin,lAAkArin,1,,,,,
,lAAkAri=n,0,1,,,1,1
nurminen,nurminen,1,,,,,
,nurmi=nen,0,1,,,,1
tullaan,tullaan,1,,,,,
,tu=lla=an,0,3,,,1,2
,tu=llaan,0,1,,,1,1
,tulla=an,0,1,,,,1
kysymyksiin,kysymyksiin,1,,,,,
,kysym=yksi=in,0,1,1,,,2
,kysym=yksiin,0,,1,,,1
,kysymyksi=in,0,1,,,,1
ruotsista,ruotsista,1,,,,,
,ruotsi=sta,0,1,,,,1
tielle,tielle,1,,,,,
,ti=elle,0,1,,,,1
päätettiin,pAAtettiin,1,,,,,
,pAAt=ettiin,0,,,,,1
pitkänen,pitkAnen,1,,,,,
,pitkA=nen,0,1,,,,1
päivät,pAivAt,1,,,,,
,pAivA=t,0,1,,,1,1
jaksaa,jaksaa,1,,,,,
,jaksa=a,0,1,,,,1
siirretään,siirretAAn,1,,,,,
,siirr=etAAn,0,,,,1,1
berliinissä,berliinissA,1,,,,,
,berliini=ssA,0,1,,,1,1
henkilökunta,henkilO=kunta,1,,,,,1
,henkilOkunta,0,,,1,,
päätöksestä,pAAtOksestA,1,,,,,
,pAAtO=kse=stA,0,2,,,1,2
,pAAtO=ksestA,0,,,,1,1
,pAAtOkse=stA,0,1,,,,1
lyhyen,lyhyen,1,,,,,
,lyhy=en,0,1,,,,1
työnsä,tyOnsA,1,,,,,
,tyO=nsA,0,1,,,1,1
koottu,koottu,1,,,,,
,koo=ttu,0,1,,,1,1
myöntänyt,myOntAnyt,1,,,,,
,myOn=tAnyt,0,,,,,1
paikallinen,paikallinen,1,,,,,
,paika=llinen,0,,,,1,1
opettajat,opettajat,1,,,,,
,opettaja=t,0,1,,,1,1
gustafsson,gustafsson,1,,,,,
,gustaf=sson,0,1,1,,1,1
sijoitettu,sijoitettu,1,,,,,
,sijoit=ettu,0,,,,,1
afrikan,afrikan,1,,,,,
,afrika=n,0,1,,,1,1
maista,maista,1,,,,,
,ma=ista,0,1,,,,1
paljonko,paljonko,1,,,,,
,paljon=ko,0,1,,,,1
minuutissa,minuutissa,1,,,,,
,minuut=issa,0,,,,,1
tuhannet,tuhannet,1,,,,,
,tuhann=et,0,1,,,1,1
löytyä,lOytyA,1,,,,,
,lOy=tyA,0,,,,,1
kreikan,kreikan,1,,,,,
,kreika=n,0,1,,,1,1
jalat,jalat,1,,,,,
,ja=la=t,0,3,,,1,2
,ja=lat,0,2,,,,1
,jala=t,0,1,,,1,1
ilmassa,ilmassa,1,,,,,
,ilma=ssa,0,1,,,1,1
neliön,neliOn,1,,,,,
,neliO=n,0,1,,,1,1
tehdyt,tehdyt,1,,,,,
,tehdy=t,0,1,,,1,1
vastoin,vastoin,1,,,,,
,vast=oin,0,1,,,1,1
vaihtelevat,vaihtelevat,1,,,,,
,vaih=tele=vat,0,1,1,,,2
,vaih=televat,0,,1,,,1
,vaihtele=vat,0,1,,,,1
käytettiin,kAytettiin,1,,,,,
,kAyt=ettiin,0,,,,,1
nuorta,nuorta,1,,,,,
,nuor=ta,0,1,,,,1
kehotti,kehotti,1,,,,,
,kehot=ti,0,1,,,,1
ehdottaa,ehdottaa,1,,,,,
,ehdot=taa,0,,,,,1
tarinoita,tarinoita,1,,,,,
,ta=rin=oita,0,2,,,,2
,ta=rinoita,0,1,,,,1
,tarin=oita,0,,,,,1
lämmin,lAmmin,1,,,,,
,lAmmi=n,0,1,,,1,1
hiljattain,hiljattain,1,,,,,
,hilja=tta=in,0,2,,,1,2
,hilja=ttain,0,,,,1,1
,hiljatta=in,0,1,,,,1
pirkkalassa,pirkkalassa,1,,,,,
,pirkka=la=ssa,0,2,,,1,2
,pirkka=lassa,0,,,,,1
,pirkkala=ssa,0,1,,,1,1
pituutta,pituutta,1,,,,,
,pit=uutta,0,1,,,,1
nousua,nousua,1,,,,,
,nousu=a,0,1,,,,1
kuuluvan,kuuluvan,1,,,,,
,kuulu=van,0,1,,,,1
kirjoja,kirjoja,1,,,,,
,kirjo=ja,0,1,,,,1
nimimerkki,nimi=merkki,1,,,,,1
,nimimerkki,0,,,,,
järjestäjät,jArjestAjAt,1,,,,,
,jArjes=tAjA=t,0,1,,,1,2
,jArjes=tAjAt,0,,,,,1
,jArjestAjA=t,0,1,,,1,1
suomalaisille,suomalaisille,1,,,,,
,suomalais=ille,0,,,,,1
tarkkaa,tarkkaa,1,,,,,
,tarkka=a,0,1,,,,1
sääntöjen,sAAntOjen,1,,,,,
,sAAntO=jen,0,1,,,,1
ohjasi,ohjasi,1,,,,,
,ohja=si,0,1,,,,1
hallitsee,hallitsee,1,,,,,
,halli=tse=e,0,2,,,1,2
,halli=tsee,0,,,,1,1
,hallitse=e,0,1,,,,1
ratkaisee,ratkaisee,1,,,,,
,ratkaise=e,0,1,,,,1
tehtävänä,tehtAvAnA,1,,,,,
,tehtAvA=nA,0,1,,,,1
varoitti,varoitti,1,,,,,
,varo=i=tti,0,2,,,1,2
,varo=itti,0,,,,,1
,varoi=tti,0,1,,,1,1
saaneen,saaneen,1,,,,,
,saanee=n,0,1,,,1,1
työskennellyt,tyOskennellyt,1,,,,,
,tyOskenn=ellyt,0,,,,1,1
henrik,henrik,1,,1,,,
,henri=k,0,1,1,,1,1
kysyi,kysyi,1,,,,,
,kysy=i,0,1,,,,1
sanan,sanan,1,,,,,
,sana=n,0,1,,,1,1
lähdön,lAhdOn,1,,,,,
,lAhdO=n,0,1,,,1,1
kiisti,kiisti,1,,,,,
,kiis=ti,0,1,,,,1
varsinaisen,varsinaisen,1,,,,,
,varsina=isen,0,,,,,1
saara,saara,1,,,,,
,saar=a,0,1,,,,1
kiinassa,kiinassa,1,,,,,
,kiina=ssa,0,1,,,1,1
pudonnut,pudonnut,1,,,,,
,pu=don=nut,0,3,,,,2
,pu=donnut,0,1,,,,1
,pudon=nut,0,1,,,,1
rauhaa,rauhaa,1,,,,,
,rauha=a,0,1,,,,1
kielletty,kielletty,1,,,,,
,kiell=etty,0,,,,1,1
miehistä,miehistA,1,,,,,
,mieh=istA,0,,1,,,1
finaaliin,finaaliin,1,,,,,
,finaali=in,0,1,,,,1
pitäisikö,pitAisikO,1,,,,,
,pitA=isi=kO,0,1,,,,2
,pitA=isikO,0,,,,,1
,pitAisi=kO,0,1,,,,1
suhteet,suhteet,1,,,,,
,suh=teet,0,1,1,,,1
arvosta,arvosta,1,,,,,
,arvo=sta,0,1,,,,1
kristiina,kristiina,1,,,,,
,kris=tiin=a,0,2,,,,2
,kris=tiina,0,1,,,,1
,kristiin=a,0,1,,,,1
leppänen,leppAnen,1,,,,,
,leppA=nen,0,1,,,,1
puheenjohtajaksi,puheen=johtajaksi,1,,,,,1
,puheen=johtaja=ksi,0,1,,,1,2
,puheenjohtaja=ksi,0,1,,,1,1
,puheenjohtajaksi,0,,,,,
käyneet,kAyneet,1,,,,,
,kAy=neet,0,,,,,1
helpompi,helpompi,1,,,,,
,helpo=mpi,0,1,,,1,1
äkkiä,AkkiA,1,,,,,
,A=kkiA,0,1,,,1,1
ylöspäin,ylOs=pAin,1,,,,,1
,ylO=s=pAin,0,1,,,1,2
,ylO=spAin,0,,,,,1
,ylOspAin,0,,,,,
suunta,suunta,1,,,,,
,suun=ta,0,1,,,,1
perään,perAAn,1,,,,,
,perAA=n,0,1,,,1,1
virossa,virossa,1,,,,,
,viro=ssa,0,1,,,1,1
juhani,juhani,1,,,,,
,juha=ni,0,1,,,,1
arvioitu,arvioitu,1,,,,,
,arvioi=tu,0,1,,,,1
osannut,osannut,1,,,,,
,osan=nut,0,1,,,,1
rahalla,rahalla,1,,,,,
,raha=lla,0,1,,,1,1
sovittu,sovittu,1,,,,,
,sovi=ttu,0,1,,,1,1
voitosta,voitosta,1,,,,,
,voit=osta,0,,,,,1
kutsutaan,kutsutaan,1,,,,,
,kutsu=taan,0,,,,,1
säveltäjä,sAveltAjA,1,,,,,
,sAvel=tAjA,0,,,,,1
sijoittaa,sijoittaa,1,,,,,
,sijoit=taa,0,,,,,1
rallin,rallin,1,,,,,
,ralli=n,0,1,,,1,1
vaimonsa,vaimonsa,1,,,,,
,vaimo=nsa,0,1,,,1,1
kierros,kierros,1,,,,,
,kier=ros,0,1,,,,1
lehtoranta,lehto=ranta,1,,,,,1
,lehtoranta,0,,,,,
voimalla,voimalla,1,,,,,
,voima=lla,0,1,,,1,1
järjestettiin,jArjestettiin,1,,,,,
,jArjes=t=ettiin,0,1,,,1,2
,jArjes=tettiin,0,,,,,1
,jArjest=ettiin,0,,,,1,1
hallinnon,hallinnon,1,,,,,
,halli=n=n=on,0,3,,,2,3
,halli=n=non,0,2,,,1,2
,halli=nn=on,0,2,,,1,2
,halli=nnon,0,1,,,1,1
,hallin=n=on,0,2,,,1,2
,hallin=non,0,1,,,,1
,hallinn=on,0,1,,,1,1
sisältyy,sisAltyy,1,,,,,
,sisAl=tyy,0,,,,,1
antonio,antonio,1,,,,,
,an=to=n=io,0,3,,,1,3
,an=to=nio,0,2,,,,2
,an=ton=io,0,2,,,,2
,an=tonio,0,1,,,,1
,anto=n=io,0,1,,,1,2
,anto=nio,0,,,,,1
,anton=io,0,,,,,1
suunnitelman,suunnitelman,1,,,,,
,suunnitelma=n,0,1,,,1,1
kulkevat,kulkevat,1,,,,,
,kulkeva=t,0,1,,,1,1
pienestä,pienestA,1,,,,,
,pien=estA,0,,,,,1
kaupungista,kaupungista,1,,,,,
,kaupung=ista,0,,1,,,1
rauno,rauno,1,,,,,
,rau=no,0,1,,,,1
ohjaa,ohjaa,1,,,,,
,ohja=a,0,1,,,,1
nuoria,nuoria,1,,,,,
,nuori=a,0,1,,,,1
huomautti,huomautti,1,,,,,
,huoma=u=tti,0,2,,,1,2
,huoma=utti,0,,,,,1
,huomau=tti,0,1,,,1,1
keinoin,keinoin,1,,,,,
,keino=in,0,1,,,,1
riippumatta,riippumatta,1,,,,,
,riippu=matta,0,,,,,1
rakkauden,rakkauden,1,,,,,
,rak=kauden,0,1,1,,,1
antoivat,antoivat,1,,,,,
,an=toivat,0,1,,,,1
vanhaan,vanhaan,1,,,,,
,vanha=an,0,1,,,,1
kulki,kulki,1,,,,,
,kul=ki,0,2,,,,1
leo,leo,1,,,,,
,le=o,0,2,,,,1
anu,anu,1,,,,,
,an=u,0,2,,,,1
keskelle,keskelle,1,,,,,
,keske=lle,0,1,,,1,1
keskuspankin,keskus=pankin,1,,,,,1
,keskuspankin,0,,,,,
opettajien,opettajien,1,,,,,
,opetta=jien,0,,,,,1
japanissa,japanissa,1,,,,,
,japani=ssa,0,1,,,1,1
ystävät,ystAvAt,1,,,,,
,ystAvA=t,0,1,,,1,1
talojen,talojen,1,,,,,
,talo=jen,0,1,,,,1
vaihtelee,vaihtelee,1,,,,,
,vaih=telee,0,,1,,,1
politiikkaa,politiikkaa,1,,,,,
,politiikka=a,0,1,,,,1
alatalo,ala=talo,1,,,,,1
,alatalo,0,,,,,
toimimaan,toimimaan,1,,,,,
,toimi=maan,0,,,,,1
rajoja,rajoja,1,,,,,
,rajo=ja,0,1,,,,1
kulutus,kulutus,1,,,,,
,kulut=us,0,1,,,,1
sentin,sentin,1,,,,,
,sen=t=in,0,3,,,1,2
,sen=tin,0,2,,,,1
,sent=in,0,2,,,,1
yhdeksän,yhdeksAn,1,,,,,
,yhd=eksA=n,0,2,,,2,2
,yhd=eksAn,0,1,,,1,1
,yhdeksA=n,0,1,,,1,1
eronen,eronen,1,,,,,
,ero=nen,0,1,,,,1
rakentamaan,rakentamaan,1,,,,,
,raken=tamaan,0,,,,,1
elokuvat,elo=kuvat,1,,,,,1
,elo=kuva=t,0,1,,,1,2
,elokuva=t,0,1,,,1,1
,elokuvat,0,,,,,
hintoja,hintoja,1,,,,,
,hi=ntoja,0,1,,,1,1
tällaisen,tAllaisen,1,,,1,,
,tAlla=isen,0,,,1,,1
täysi,tAysi,1,,,,,
,tAy=si,0,1,,,,1
edustajien,edustajien,1,,,,,
,edus=tajien,0,,,,,1
maanviljelijä,maan=viljelijA,1,,,,,1
,maanviljelijA,0,,,1,,
amerikan,amerikan,1,,,,,
,amerika=n,0,1,,,1,1
heittää,heittAA,1,,,,,
,hei=ttAA,0,,,,1,1
saatetaan,saatetaan,1,,,,,
,saa=tetaan,0,,,,,1
vauhdissa,vauhdissa,1,,,,,
,vauhd=issa,0,,,,1,1
ilmaiseksi,ilmaiseksi,1,,,,,
,ilma=iseksi,0,,,,,1
äänen,AAnen,1,,,,,
,AAn=en,0,1,,,,1
paljasti,paljasti,1,,,,,
,paljas=ti,0,1,,,,1
syyksi,syyksi,1,,,,,
,syy=ksi,0,1,,,1,1
maalein,maalein,1,,,,,
,maa=lei=n,0,1,,,1,2
,maa=lein,0,,,,,1
,maalei=n,0,1,,,1,1
soittaa,soittaa,1,,,,,
,soit=taa,0,,,,,1
jatkuva,jatkuva,1,,,,,
,jat=kuva,0,1,,,,1
sodassa,sodassa,1,,,,,
,soda=ssa,0,1,,,1,1
iloa,iloa,1,,,,,
,ilo=a,0,1,,,,1
julkisesti,julkisesti,1,,,,,
,julk=isesti,0,1,1,,,1
suosittu,suosittu,1,,,,,
,suosi=ttu,0,1,,,1,1
joukkoja,joukkoja,1,,,,,
,joukko=ja,0,1,,,,1
tehdyn,tehdyn,1,,,,,
,tehdy=n,0,1,,,1,1
johtajaksi,johtajaksi,1,,,,,
,johtaja=ksi,0,1,,,1,1
muutosta,muutosta,1,,,,,
,muuto=sta,0,1,,,,1
pidettävä,pidettAvA,1,,,,,
,pide=ttAvA,0,,,,1,1
toimittajat,toimittajat,1,,,,,
,toimittaja=t,0,1,,,1,1
ratkaista,ratkaista,1,,,,,
,ratka=ista,0,,,,,1
kaupungeissa,kaupungeissa,1,,,,,
,kaupung=eissa,0,,1,,,1
taysin,taysin,1,,,1,,
,ta=ys=in,0,3,,,,2
,ta=ysin,0,1,,,,1
,tays=in,0,1,,1,,1
sinikka,sinikka,1,,,,,
,sini=kka,0,1,,,1,1
teokset,teokset,1,,,,,
,teoks=et,0,1,,,,1
muusta,muusta,1,,,,,
,muu=sta,0,1,,,,1
suomessakin,suomessakin,1,,,,,
,suom=essa=kin,0,1,1,,,2
,suom=essakin,0,,1,,,1
,suomessa=kin,0,1,,,,1
lehdet,lehdet,1,,,,,
,lehd=et,0,2,,,1,1
paikalliset,paikalliset,1,,,,,
,paikallis=et,0,1,,,,1
epäilty,epAilty,1,,,,,
,epAil=ty,0,1,,,,1
liittyvät,liittyvAt,1,,,,,
,liittyvA=t,0,1,,,1,1
ilmenee,ilmenee,1,,,,,
,ilme=nee,0,,,,,1
irakin,irakin,1,,,,,
,irak=in,0,1,1,,,1
maalissa,maalissa,1,,,,,
,maali=ssa,0,1,,,1,1
linjaa,linjaa,1,,,,,
,linja=a,0,1,,,,1
palestiinalaisten,palestiinalaisten,1,,,,,
,palestiina=laisten,0,,,,,1
ylipäätään,yli=pAAtAAn,1,,,,,1
,yli=pAA=tAAn,0,,,,,2
,ylipAA=tAAn,0,,,,,1
,ylipAAtAAn,0,,,,,
kirjaa,kirjaa,1,,,,,
,kirja=a,0,1,,,,1
toivonen,toivonen,1,,,,,
,toivo=nen,0,1,,,,1
eila,eila,1,,,,,
,eil=a,0,1,,,,1
piirros,piirros,1,,,,,
,piir=ros,0,1,,,,1
jatkunut,jatkunut,1,,,,,
,jat=kunut,0,1,,,,1
lukuisia,lukuisia,1,,,,,
,luku=isia,0,,,,,1
hanketta,hanketta,1,,,,,
,han=ke=tta,0,3,,,1,2
,han=ketta,0,1,,,,1
,hanke=tta,0,1,,,1,1
johtajana,johtajana,1,,,,,
,johtaja=na,0,1,,,,1
toteutuu,toteutuu,1,,,,,
,toteu=tuu,0,,,,,1
ahola,ahola,1,,,,,
,aho=la,0,1,,,,1
teemme,teemme,1,,,,,
,te=emme,0,1,,,,1
vapaan,vapaan,1,,,,,
,vapaa=n,0,1,,,1,1
henkilöt,henkilOt,1,,,,,
,henkilO=t,0,1,,,1,1
vienyt,vienyt,1,,,,,
,vie=nyt,0,1,,,,1
aloitetaan,aloitetaan,1,,,,,
,aloit=etaan,0,,,,,1
yrityksille,yrityksille,1,,,,,
,yrity=ksi=lle,0,2,,,2,2
,yrity=ksille,0,,,,1,1
,yrityksi=lle,0,1,,,1,1
suhtautuu,suhtautuu,1,,,,,
,suhtautu=u,0,1,,,,1
pelkäävät,pelkAAvAt,1,,,,,
,pelkA=A=vAt,0,2,,,,2
,pelkA=AvAt,0,,,,,1
,pelkAA=vAt,0,1,,,,1
orivesi,ori=vesi,1,,,,,1
,orivesi,0,,,,,
puhumattakaan,puhumattakaan,1,,,,,
,puhu=matta=kaan,0,,,,,2
,puhu=mattakaan,0,,,,,1
,puhumatta=kaan,0,,,,,1
tuotteet,tuotteet,1,,,,,
,tuot=teet,0,,,,,1
senkin,senkin,1,,,,,
,sen=kin,0,2,,,,1
seinäjoen,seinA=joen,1,,,,,1
,seinAjoen,0,,,1,,
päätetään,pAAtetAAn,1,,,,,
,pAAt=etAAn,0,,,,,1
salissa,salissa,1,,,,,
,sali=ssa,0,1,,,1,1
seuraamaan,seuraamaan,1,,,,,
,seuraa=maan,0,,,,,1
vastuun,vastuun,1,,,,,
,vastuu=n,0,1,,,1,1
poliitikot,poliitikot,1,,,,,
,po=lii=t=ikot,0,2,,,1,3
,po=lii=tikot,0,1,,,,2
,po=liit=ikot,0,1,,,,2
,po=liitikot,0,1,,,,1
,polii=t=ikot,0,1,,,1,2
,polii=tikot,0,,,,,1
,poliit=ikot,0,,,,,1
puhtaasti,puhtaasti,1,,,,,
,puhtaa=sti,0,1,,,,1
turvin,turvin,1,,,,,
,tur=vin,0,2,,,,1
nousussa,nousussa,1,,,,,
,nousu=ssa,0,1,,,1,1
ikinä,ikinA,1,,,,,
,iki=nA,0,1,,,,1
tiedetä,tiedetA,1,,,,,
,tiede=tA,0,1,,,,1
virkaan,virkaan,1,,,,,
,virka=an,0,1,,,,1
molemmilla,molemmilla,1,,,,,
,molem=milla,0,,1,,,1
oven,oven,1,,,,,
,ov=en,0,2,1,,,1
paloi,paloi,1,,,,,
,palo=i,0,1,,,,1
vaikuttanut,vaikuttanut,1,,,,,
,vaikut=tanut,0,,,,,1
kiva,kiva,1,,,,,
,kiv=a,0,2,1,,,1
siirtyvät,siirtyvAt,1,,,,,
,siirtyvA=t,0,1,,,1,1
nousevan,nousevan,1,,,,,
,nouseva=n,0,1,,,1,1
huomasi,huomasi,1,,,,,
,huoma=si,0,1,,,,1
alettiin,alettiin,1,,,,,
,al=ettiin,0,1,,,,1
aseita,aseita,1,,,,,
,ase=ita,0,,,,,1
vuotiasta,vuotiasta,1,,,,,
,vuotia=sta,0,1,,,,1
vahvaa,vahvaa,1,,,,,
,vahva=a,0,1,,,,1
vastausta,vastausta,1,,,,,
,vasta=usta,0,,,,,1
piirin,piirin,1,,,,,
,piiri=n,0,1,,,1,1
kylmän,kylmAn,1,,,,,
,kylmA=n,0,1,,,1,1
tallin,tallin,1,,,,,
,talli=n,0,1,,,1,1
kuljettajan,kuljettajan,1,,,,,
,kuljet=taja=n,0,1,,,1,2
,kuljet=tajan,0,,,,,1
,kuljettaja=n,0,1,,,1,1
koskenniskan,kosken=niskan,1,,,,,1
,kosken=niska=n,0,1,,,1,2
,koskenniska=n,0,1,,,1,1
,koskenniskan,0,,,,,
tekisi,tekisi,1,,,,,
,teki=si,0,1,,,,1
voineet,voineet,1,,,,,
,voi=neet,0,,,,,1
taiteilijan,taiteilijan,1,,,,,
,taiteili=ja=n,0,2,,,1,2
,taiteili=jan,0,1,,,,1
,taiteilija=n,0,1,,,1,1
vaatimukset,vaatimukset,1,,,,,
,vaatim=ukset,0,,1,,,1
ryhtyy,ryhtyy,1,,,,,
,ryh=tyy,0,1,1,,,1
minkäänlaista,minkAAnlaista,1,,,1,,
,min=kAAn=laista,0,1,,,,2
,min=kAAnlaista,0,1,,1,,1
,minkAAn=laista,0,,,,,1
lännen,lAnnen,1,,,,,
,lAn=nen,0,2,,,,1
viidestä,viidestA,1,,,,,
,viides=tA,0,1,,,,1
sonninen,sonninen,1,,,,,
,son=n=inen,0,2,,,1,2
,son=ninen,0,1,,,,1
,sonn=inen,0,1,,,1,1
esitellään,esitellAAn,1,,,,,
,esit=ellA=An,0,1,,,,2
,esit=ellAAn,0,,,,,1
,esitellA=An,0,1,,,,1
pystyvät,pystyvAt,1,,,,,
,pysty=vAt,0,1,,,,1
yrittäjä,yrittAjA,1,,,,,
,yrittA=jA,0,1,,,,1
kuollut,kuollut,1,,,,,
,ku=ollut,0,1,,,,1
joukkueiden,joukkueiden,1,,,,,
,joukkue=iden,0,,,,,1
puolustusvoimien,puolustus=voimien,1,,,,,1
,puolustus=voimi=en,0,1,,,,2
,puolustusvoimi=en,0,1,,,,1
,puolustusvoimien,0,,,,,
tapausta,tapausta,1,,,,,
,tapa=usta,0,,,,,1
liikevoitto,liike=voitto,1,,,,,1
,liikevoitto,0,,,,,
kovat,kovat,1,,,,,
,ko=vat,0,2,,,,1
tunteet,tunteet,1,,,,,
,tunte=et,0,1,,,,1
huomannut,huomannut,1,,,,,
,huoma=nnut,0,1,,,1,1
kunnissa,kunnissa,1,,,,,
,kunn=issa,0,1,,,1,1
lehtien,lehtien,1,,,,,
,lehti=en,0,1,,,,1
ilmaan,ilmaan,1,,,,,
,ilma=an,0,1,,,,1
ehdoton,ehdoton,1,,,,,
,ehdot=on,0,1,,,,1
palokunta,palo=kunta,1,,,,,1
,palokunta,0,,,,,
hankala,hankala,1,,,,,
,han=kala,0,1,,,,1
naurahtaa,naurahtaa,1,,,,,
,naurah=taa,0,,1,,,1
ihmetteli,ihmetteli,1,,,,,
,ihme=tteli,0,,,,1,1
rinnalle,rinnalle,1,,,,,
,rin=n=alle,0,2,,,1,2
,rin=nalle,0,1,,,,1
,rinn=alle,0,1,,,1,1
belgian,belgian,1,,,,,
,belgia=n,0,1,,,1,1
muutamat,muutamat,1,,,,,
,muutama=t,0,1,,,1,1
kärsivät,kArsivAt,1,,,,,
,kArsi=vAt,0,1,,,,1
verkkoon,verkkoon,1,,,,,
,verkko=on,0,1,,,,1
kalevalan,kalevalan,1,,,,,
,kaleva=lan,0,1,,,,1
herättänyt,herAttAnyt,1,,,,,
,herA=ttAnyt,0,,,,1,1
dokumentin,dokumentin,1,,,,,
,dokument=in,0,1,,,,1
otteeseen,otteeseen,1,,,,,
,ot=teeseen,0,1,,,,1
muodostavat,muodostavat,1,,,,,
,muodos=tavat,0,,,,,1
lähteneet,lAhteneet,1,,,,,
,lAhte=neet,0,,,,,1
selväksi,selvAksi,1,,,,,
,selvA=ksi,0,1,,,1,1
maailmasta,maailmasta,1,,,,,
,maailma=sta,0,1,,,,1
ilmari,ilmari,1,,,,,
,ilma=ri,0,1,,,,1
lakia,lakia,1,,,,,
,laki=a,0,1,,,,1
arvon,arvon,1,,,,,
,arvo=n,0,1,,,1,1
hehtaarin,hehtaarin,1,,,,,
,hehtaar=in,0,1,,,,1
päivällä,pAivAllA,1,,,,,
,pAivA=llA,0,1,,,1,1
tarjoavat,tarjoavat,1,,,,,
,tarjo=a=vat,0,2,,,,2
